tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2,tbl1apk
Table 1a,2008,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12953,AUS,LGA,1559,17563,235.27,AA,0.53,240.39,CO,0.23,218.49,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",200841042312953AUSLGA
Table 1a,2009,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,15070,AUS,SWF,1559,546,217.42,DL,0.51,194.19,DL,0.51,194.19,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",200941042315070AUSSWF
Table 1a,2008,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12478,AUS,JFK,1559,42497,229.75,B6,0.79,227.81,DL,0.15,225.92,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",200831042312478AUSJFK
Table 1a,2011,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,4004,253.36,WN,0.56,253.6,DL,0.24,244.5,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201141042313296AUSMHT
Table 1a,2013,2,30423,30977,"Austin, TX","Chicago, IL",10423,13930,AUS,ORD,978,59696,245.67,AA,0.66,223.72,AA,0.66,223.72,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",201321042313930AUSORD
Table 1a,2013,2,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,11697,AUS,FLL,1105,37674,186.38,WN,0.39,180.49,AA,0.1,179.33,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201321042311697AUSFLL
Table 1a,2010,2,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14771,AUS,SFO,1504,53053,199.4,B6,0.38,159.33,B6,0.38,159.33,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201021042314771AUSSFO
Table 1a,2007,1,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",10423,11259,AUS,DAL,190,111293,102.92,WN,0.94,103.32,AA,0.05,94.52,"Austin, TX
(30.264979, -97.746598)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",200711042311259AUSDAL
Table 1a,2007,4,30423,33195,"Austin, TX","Tampa, FL (Metropolitan Area)",10423,15304,AUS,TPA,928,19565,184.07,WN,0.57,179.52,WN,0.57,179.52,"Austin, TX
(30.264979, -97.746598)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",200741042315304AUSTPA
Table 1a,2013,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12892,AUS,LAX,1242,83720,247.78,AA,0.46,254.43,WN,0.27,235.21,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201341042312892AUSLAX
Table 1a,2007,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,11618,AUS,EWR,1559,41132,263.71,CO,0.86,264.2,AA,0.07,257.37,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",200721042311618AUSEWR
Table 1a,2014,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,6097,287.86,WN,0.45,261.17,WN,0.45,261.17,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201441042314307AUSPVD
Table 1a,2010,1,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,14908,AUS,SNA,1242,14742,183.33,AA,0.43,185.33,US,0.14,181.49,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201011042314908AUSSNA
Table 1a,2012,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,13891,AUS,ONT,1242,8827,213.78,WN,0.54,206.54,UA,0.14,184.37,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201221042313891AUSONT
Table 1a,2008,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,14908,AUS,SNA,1242,23296,179.55,AA,0.76,165.03,F9,0.01,146.65,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",200821042314908AUSSNA
Table 1a,2012,3,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14831,AUS,SJC,1504,42497,237.97,WN,0.72,235.64,WN,0.72,235.64,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201231042314831AUSSJC
Table 1a,2013,1,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,13796,AUS,OAK,1504,16289,242.11,WN,0.89,239.84,WN,0.89,239.84,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201311042313796AUSOAK
Table 1a,2009,1,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12478,AUS,JFK,1559,35308,212.93,B6,0.95,211.16,B6,0.95,211.16,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",200911042312478AUSJFK
Table 1a,2012,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,13891,AUS,ONT,1242,6188,257.08,WN,0.58,245.46,WN,0.58,245.46,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201241042313891AUSONT
Table 1a,2014,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,11618,AUS,EWR,1559,59969,259.2,UA,0.58,297.55,WN,0.29,181.97,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201421042311618AUSEWR
Table 1a,2012,1,30423,31453,"Austin, TX","Houston, TX",10423,12191,AUS,HOU,148,15379,157.95,WN,1.0,157.95,WN,1.0,157.95,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",201211042312191AUSHOU
Table 1a,2011,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,44772,228.31,B6,0.43,209.86,B6,0.43,209.86,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201131042310721AUSBOS
Table 1a,2008,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,6279,233.55,WN,0.4,241.25,US,0.16,211.26,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",200831042314307AUSPVD
Table 1a,2013,1,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,14908,AUS,SNA,1242,15015,252.38,WN,0.36,264.34,AA,0.34,229.82,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201311042314908AUSSNA
Table 1a,2014,1,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,11618,AUS,EWR,1559,52416,280.83,UA,0.61,317.63,WN,0.23,199.76,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201411042311618AUSEWR
Table 1a,2007,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,14908,AUS,SNA,1242,17472,197.57,AA,0.39,205.98,US,0.17,182.85,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",200731042314908AUSSNA
Table 1a,2014,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,15070,AUS,SWF,1559,455,214.05,DL,0.7,192.44,DL,0.7,192.44,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201421042315070AUSSWF
Table 1a,2010,1,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",10423,11259,AUS,DAL,190,73619,132.18,WN,0.99,132.18,WN,0.99,132.18,"Austin, TX
(30.264979, -97.746598)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201011042311259AUSDAL
Table 1a,2009,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,5551,182.85,WN,0.58,177.66,WN,0.58,177.66,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",200921042314307AUSPVD
Table 1a,2008,1,30423,30977,"Austin, TX","Chicago, IL",10423,13930,AUS,ORD,978,52416,192.55,AA,0.81,185.26,AA,0.81,185.26,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",200811042313930AUSORD
Table 1a,2011,1,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12478,AUS,JFK,1559,47775,250.6,B6,0.68,253.07,AA,0.27,240.58,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201111042312478AUSJFK
Table 1a,2010,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,42224,203.75,B6,0.31,222.48,CO,0.21,172.01,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201031042310721AUSBOS
Table 1a,2013,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12391,AUS,ISP,1559,1183,215.25,WN,0.9,208.84,WN,0.9,208.84,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201331042312391AUSISP
Table 1a,2010,1,30423,30466,"Austin, TX","Phoenix, AZ",10423,14107,AUS,PHX,872,47047,178.76,WN,0.59,189.38,US,0.31,158.12,"Austin, TX
(30.264979, -97.746598)","Phoenix, AZ
(30.406931, -87.217578)",201011042314107AUSPHX
Table 1a,2009,1,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,15070,AUS,SWF,1559,546,232.28,DL,0.45,225.49,NW,0.26,179.81,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",200911042315070AUSSWF
Table 1a,2008,2,30423,33198,"Austin, TX","Kansas City, MO",10423,13198,AUS,MCI,650,27027,153.28,AA,0.38,139.63,YX,0.32,138.24,"Austin, TX
(30.264979, -97.746598)","Kansas City, MO
(39.099792, -94.578559)",200821042313198AUSMCI
Table 1a,2009,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,11618,AUS,EWR,1559,36309,253.21,CO,0.82,254.48,US,0.05,224.02,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",200921042311618AUSEWR
Table 1a,2007,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,10800,AUS,BUR,1242,7098,193.2,WN,0.49,184.34,WN,0.49,184.34,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",200731042310800AUSBUR
Table 1a,2013,3,30423,30466,"Austin, TX","Phoenix, AZ",10423,14107,AUS,PHX,872,46046,213.07,WN,0.51,234.57,US,0.37,188.23,"Austin, TX
(30.264979, -97.746598)","Phoenix, AZ
(30.406931, -87.217578)",201331042314107AUSPHX
Table 1a,2008,1,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,11697,AUS,FLL,1105,15470,203.82,CO,0.39,207.36,DL,0.15,187.7,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",200811042311697AUSFLL
Table 1a,2013,3,30423,31453,"Austin, TX","Houston, TX",10423,12191,AUS,HOU,148,13923,169.97,WN,1.0,169.97,WN,1.0,169.97,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",201331042312191AUSHOU
Table 1a,2009,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,14908,AUS,SNA,1242,14014,177.29,AA,0.37,173.71,CO,0.11,163.56,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",200941042314908AUSSNA
Table 1a,2009,1,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,12264,AUS,IAD,1342,14560,286.45,UA,0.52,338.97,WN,0.11,190.03,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",200911042312264AUSIAD
Table 1a,2014,4,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",10423,11298,AUS,DFW,190,29484,184.79,AA,0.96,185.34,US,0.01,149.68,"Austin, TX
(30.264979, -97.746598)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201441042311298AUSDFW
Table 1a,2008,3,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,11278,AUS,DCA,1342,20202,277.12,AA,0.48,298.8,DL,0.19,194.35,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",200831042311278AUSDCA
Table 1a,2007,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,13891,AUS,ONT,1242,9100,194.76,WN,0.42,201.62,US,0.28,178.72,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",200721042313891AUSONT
Table 1a,2011,1,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,13796,AUS,OAK,1504,16653,193.79,WN,0.9,190.75,DL,0.01,189.75,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201111042313796AUSOAK
Table 1a,2008,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,6006,221.48,WN,0.43,213.91,CO,0.13,208.2,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",200821042314307AUSPVD
Table 1a,2009,2,30423,31453,"Austin, TX","Houston, TX",10423,12266,AUS,IAH,148,10647,120.59,CO,1.0,120.59,CO,1.0,120.59,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",200921042312266AUSIAH
Table 1a,2008,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,11618,AUS,EWR,1559,34944,309.16,CO,0.85,314.55,UA,0.01,225.95,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",200821042311618AUSEWR
Table 1a,2009,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,6279,210.39,WN,0.52,205.74,US,0.16,205.37,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",200931042314307AUSPVD
Table 1a,2014,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,55783,236.51,B6,0.3,251.36,WN,0.15,203.01,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201431042310721AUSBOS
Table 1a,2007,4,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,11697,AUS,FLL,1105,15743,208.85,CO,0.41,200.61,DL,0.14,182.89,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",200741042311697AUSFLL
Table 1a,2010,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12892,AUS,LAX,1242,71071,205.57,AA,0.5,214.25,WN,0.35,189.35,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201021042312892AUSLAX
Table 1a,2011,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,13891,AUS,ONT,1242,8554,210.54,WN,0.57,202.96,WN,0.57,202.96,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201141042313891AUSONT
Table 1a,2010,1,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12892,AUS,LAX,1242,61425,220.71,AA,0.48,229.03,WN,0.32,204.07,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201011042312892AUSLAX
Table 1a,2012,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12892,AUS,LAX,1242,68432,232.92,AA,0.46,234.32,WN,0.34,224.2,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201231042312892AUSLAX
Table 1a,2012,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12892,AUS,LAX,1242,73528,252.39,AA,0.48,255.54,WN,0.27,249.27,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201241042312892AUSLAX
Table 1a,2013,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,10800,AUS,BUR,1242,3367,260.61,WN,0.76,260.96,WN,0.76,260.96,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201321042310800AUSBUR
Table 1a,2011,1,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,15070,AUS,SWF,1559,455,276.44,DL,0.85,275.74,US,0.08,234.5,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201111042315070AUSSWF
Table 1a,2013,2,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,13303,AUS,MIA,1105,7917,260.83,AA,0.57,262.25,UA,0.24,250.86,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201321042313303AUSMIA
Table 1a,2010,2,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",10423,11259,AUS,DAL,190,78624,135.76,WN,0.99,135.76,WN,0.99,135.76,"Austin, TX
(30.264979, -97.746598)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201021042311259AUSDAL
Table 1a,2007,1,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,11618,AUS,EWR,1559,33761,266.21,CO,0.85,269.51,DL,0.01,221.57,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",200711042311618AUSEWR
Table 1a,2014,3,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,13303,AUS,MIA,1105,9464,237.94,AA,0.61,229.56,DL,0.19,220.15,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201431042313303AUSMIA
Table 1a,2008,2,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,10821,AUS,BWI,1342,43862,196.54,WN,0.71,197.67,NW,0.01,141.84,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",200821042310821AUSBWI
Table 1a,2013,1,30423,30466,"Austin, TX","Phoenix, AZ",10423,14107,AUS,PHX,872,47684,210.91,WN,0.54,222.4,US,0.37,192.86,"Austin, TX
(30.264979, -97.746598)","Phoenix, AZ
(30.406931, -87.217578)",201311042314107AUSPHX
Table 1a,2013,4,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,13303,AUS,MIA,1105,8372,257.73,AA,0.55,249.7,DL,0.22,233.92,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201341042313303AUSMIA
Table 1a,2013,4,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14831,AUS,SJC,1504,39312,250.88,WN,0.81,246.49,DL,0.01,245.04,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201341042314831AUSSJC
Table 1a,2013,1,30423,31453,"Austin, TX","Houston, TX",10423,12266,AUS,IAH,148,9100,170.65,UA,1.0,170.65,UA,1.0,170.65,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",201311042312266AUSIAH
Table 1a,2009,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,37947,201.76,B6,0.47,184.5,B6,0.47,184.5,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",200931042310721AUSBOS
Table 1a,2010,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,11618,AUS,EWR,1559,36764,297.98,CO,0.82,305.49,DL,0.01,212.24,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201041042311618AUSEWR
Table 1a,2007,2,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,10821,AUS,BWI,1342,40586,182.03,WN,0.7,179.1,WN,0.7,179.1,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",200721042310821AUSBWI
Table 1a,2014,2,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,11278,AUS,DCA,1342,38948,284.86,WN,0.46,276.6,AA,0.27,274.29,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201421042311278AUSDCA
Table 1a,2008,1,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14771,AUS,SFO,1504,25753,264.83,UA,0.31,321.34,WN,0.2,188.61,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",200811042314771AUSSFO
Table 1a,2011,2,30423,30977,"Austin, TX","Chicago, IL",10423,13930,AUS,ORD,978,59423,225.98,AA,0.71,218.38,AA,0.71,218.38,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",201121042313930AUSORD
Table 1a,2011,4,30423,31453,"Austin, TX","Houston, TX",10423,12266,AUS,IAH,148,10101,171.62,CO,0.85,165.46,CO,0.85,165.46,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",201141042312266AUSIAH
Table 1a,2009,4,30423,30466,"Austin, TX","Phoenix, AZ",10423,14107,AUS,PHX,872,47047,176.72,WN,0.64,179.0,US,0.24,172.59,"Austin, TX
(30.264979, -97.746598)","Phoenix, AZ
(30.406931, -87.217578)",200941042314107AUSPHX
Table 1a,2011,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,14908,AUS,SNA,1242,17199,192.67,AA,0.43,177.25,AA,0.43,177.25,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201131042314908AUSSNA
Table 1a,2012,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12197,AUS,HPN,1559,2184,205.82,DL,0.7,183.89,DL,0.7,183.89,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201231042312197AUSHPN
Table 1a,2011,1,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,13891,AUS,ONT,1242,8190,196.61,WN,0.51,197.38,AA,0.15,188.25,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201111042313891AUSONT
Table 1a,2007,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,14908,AUS,SNA,1242,21203,189.89,AA,0.66,192.24,US,0.11,174.88,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",200741042314908AUSSNA
Table 1a,2007,3,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,10821,AUS,BWI,1342,40040,184.03,WN,0.72,178.6,WN,0.72,178.6,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",200731042310821AUSBWI
Table 1a,2010,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,5733,210.01,WN,0.59,215.71,DL,0.12,185.42,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201031042313296AUSMHT
Table 1a,2014,1,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12892,AUS,LAX,1242,80808,273.67,AA,0.41,288.89,WN,0.28,245.04,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201411042312892AUSLAX
Table 1a,2012,2,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14771,AUS,SFO,1504,71981,230.52,UA,0.34,282.56,B6,0.33,182.78,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201221042314771AUSSFO
Table 1a,2008,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12197,AUS,HPN,1559,1274,283.32,DL,0.53,195.49,DL,0.53,195.49,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",200831042312197AUSHPN
Table 1a,2014,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,4004,258.08,WN,0.6,245.95,WN,0.6,245.95,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201431042313296AUSMHT
Table 1a,2014,4,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14831,AUS,SJC,1504,43225,265.91,WN,0.79,262.71,DL,0.02,256.43,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201441042314831AUSSJC
Table 1a,2013,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,7007,233.1,WN,0.49,226.37,UA,0.13,211.96,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201331042314307AUSPVD
Table 1a,2014,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,6825,253.36,WN,0.42,253.41,DL,0.23,231.38,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201421042314307AUSPVD
Table 1a,2008,1,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12953,AUS,LGA,1559,17381,248.08,AA,0.67,243.93,AA,0.67,243.93,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",200811042312953AUSLGA
Table 1a,2008,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,14908,AUS,SNA,1242,20930,171.06,AA,0.71,156.33,AA,0.71,156.33,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",200831042314908AUSSNA
